ID,Nombre completo,Fecha de nacimiento,Dirección,Localidad y Código postal,Teléfono,Correo electrónico,Fecha de alta,Grupo de clientes,Edad
C0735,SEVERINO NICOLAU VIZCAÍNO,1973-03-04,NW54 0QY,87 ST. JOHN’S ROAD,(712) 820-6745,PSICHEL@AOL.COM,2013-11-28 11:27:48,I,51
C0736,CORONA FEIJOO PI,1979-04-06,LONDON,EC54 6EY,(259) 838-4855,WILSONPM@AOL.COM,2005-07-26 04:36:52,E,45
C0737,RAFAELA HURTADO REGUERA,1996-11-02,73 CHESTER ROAD,LONDON,(824) 717-6847,MLEWAN@LIVE.COM,2012-10-22 22:40:46,I,28
C0738,ZAIRA CALDERÓN ARIÑO,1998-04-01,SE36 8WH,952 LONDON ROAD,(366) 665-1941,OKROEGER@YAHOO.COM,2012-06-14 23:39:39,I,26
C0739,ANÍBAL ACERO,1987-02-22,LONDON,W12 6MQ,(305) 495-3592,JGMYERS@ATT.NET,2014-03-17 01:59:21,I,37
C0740,LEOCADIO PALOMO PALOMARES,1993-05-23,386 RICHMOND ROAD,LONDON,(602) 659-7572,TORGOX@VERIZON.NET,2012-02-08 14:14:49,I,31
C0741,JUAN CARLOS DELGADO DURÁN,1974-04-25,EC70 8TD,515 NEW ROAD,(689) 239-4563,EUROHACK@VERIZON.NET,2008-10-26 05:19:19,I,50
C0742,ELVIRA BRAVO-CANO,2000-02-24,LONDON,WC71 0UF,(207) 205-4139,GRINDER@MAC.COM,2014-07-17 10:51:52,I,24
C0743,DEMETRIO DE LARRAÑAGA,1995-10-01,16 GEORGE STREET,LONDON,(516) 973-1052,MALLANMBA@COMCAST.NET,2015-01-21 16:02:51,I,29
C0744,HERNANDO GARAY,1995-10-05,NW01 6ER,25 VICTORIA STREET,(556) 265-3355,MARTYLOO@SBCGLOBAL.NET,2016-03-15 20:44:30,I,29
C0745,ISABELA ROMA JURADO,1992-01-16,LONDON,W60 2PX,(630) 838-5414,SMCNABB@YAHOO.COM,2014-10-15 06:38:53,E,32
C0746,ROBERTO TOMÁS-BERMÚDEZ,1970-06-19,93 ST. JOHN’S ROAD,LONDON,(762) 570-3297,MSHERR@YAHOO.CA,2014-04-30 17:39:46,E,54
C0747,YOLANDA OLIVA POLO,1990-02-17,N10 2EQ,9 BROADWAY,(283) 766-9356,GROTHOFF@ICLOUD.COM,2017-10-18 06:40:58,E,34
C0748,ROSENDO PINILLA BUSTAMANTE,1974-09-29,LONDON,W10 2TN,(750) 486-9536,BUDINGER@ICLOUD.COM,2018-11-17 14:59:35,E,50
C0749,VANESA CELIA IBÁÑEZ FERRER,1991-06-26,5 CHURCH ROAD,LONDON,(619) 353-7970,ARATHI@COMCAST.NET,2016-10-30 08:13:40,I,33
C0750,ALBINA DE FIOL,1972-08-03,SE07 3LY,24 RICHMOND ROAD,(961) 219-0829,DPITTS@SBCGLOBAL.NET,2020-01-07 22:30:57,E,52
C0751,GEORGINA ARROYO ARAUJO,1998-05-12,LONDON,W75 0OS,(209) 879-1264,OSARU@ME.COM,2021-03-25 16:41:29,E,26
C0752,CELESTINA RODRIGO HIDALGO,1984-03-28,213 THE DRIVE,LONDON,(332) 532-0822,JRAMIO@GMAIL.COM,2011-07-05 19:12:03,I,40
C0753,FELICIDAD DE BERNAL,1998-06-09,NW58 3QB,561 ALBERT ROAD,(487) 640-6779,KUDRA@COMCAST.NET,2012-05-28 00:25:00,E,26
C0754,VALERIA ALMANSA-BÁRCENA,1993-09-29,LONDON,SW24 1UB,(536) 366-2187,YRUAN@ICLOUD.COM,2009-03-06 01:37:48,I,31
C0755,JAVIER CORTINA GRAU,1976-05-17,28 VICTORIA STREET,LONDON,(363) 544-2841,PETERSEN@MSN.COM,2005-03-22 02:15:51,I,48
C0756,MANOLO ISIDRO ROS SALGADO,1989-05-27,SW80 9JL,26 THE DRIVE,(461) 271-1631,JBEARP@SBCGLOBAL.NET,2011-11-22 15:07:14,I,35
C0757,CONCEPCIÓN BUSTAMANTE,1988-07-28,LONDON,E73 0ZM,(857) 335-5320,KJOHNSON@MAC.COM,2012-03-26 12:10:23,E,36
C0758,VIVIANA TUR ASENSIO,2000-01-04,27 CHURCH ROAD,LONDON,(634) 371-1153,JAESENJ@COMCAST.NET,2007-08-05 01:20:50,I,24
C0759,EMILIA VALENTÍN COELLO,1977-10-20,WC52 1ML,1 KINGS ROAD,(439) 244-2458,OFFTHELIP@YAHOO.CA,2018-02-11 14:56:15,I,47
C0760,BÁRBARA ARCOS CASES,1997-07-07,LONDON,E54 2MI,(320) 535-5081,JEFFCOVEY@ME.COM,2017-10-28 22:27:12,I,27
C0761,MARTÍN GIMÉNEZ HERRERA,1984-09-07,40 WOODLAND DR.,"NEW YORK, NY 10011",(993) 964-1956,PGOLLE@AOL.COM,2010-01-03 10:12:22,I,40
C0762,GASTÓN REAL BARRIGA,1986-02-13,9453 SOUTH PINEKNOLL DRIVE,"FREEPORT, NY 11520",(748) 245-9826,MDIELMANN@VERIZON.NET,2007-03-02 07:31:28,E,38
C0763,ESTEFANÍA PEÑAS,1982-09-26,847 S. MANOR ST.,"NEW YORK, NY 10031",(381) 532-2238,GERLO@OPTONLINE.NET,2016-04-04 21:36:02,E,42
C0764,LORETO ESTRELLA VIÑAS JUAN,1981-04-14,7071 THIRD ST.,"BRONX, NY 10472",(907) 754-8902,SARAHS@VERIZON.NET,2013-06-30 17:47:00,I,43
C0765,EMPERATRIZ QUIRÓS AGUIRRE,1981-02-19,8215 ATLANTIC ST.,"BROOKLYN, NY 11218",(531) 907-4416,GALBRA@COMCAST.NET,2013-09-21 19:08:55,I,43
C0766,LEOCADIO ESCALONA,1994-01-06,735 N. YUKON STREET,"BROOKLYN, NY 11215",(572) 498-8666,KAISER@COMCAST.NET,2010-11-19 10:07:56,I,30
C0767,CARINA BARROSO LOPEZ,1974-01-07,3 HOLLY AVE.,"RIDGEWOOD, NY 11385",(716) 425-2898,KILDJEAN@HOTMAIL.COM,2014-08-31 06:06:15,I,50
C0768,DAMIÁN TOMAS SOLÍS,1981-05-01,770 CARSON ST.,"BRONX, NY 10463",(762) 419-8629,CLIFFORDJ@YAHOO.CA,2018-05-03 23:38:35,I,43
C0769,ISAAC VALLEJO-COLL,1986-06-11,47 HONEY CREEK LANE,"NEW YORK, NY 10023",(280) 675-9489,BREEGSTER@OUTLOOK.COM,2019-04-14 04:44:50,I,38
C0770,FERNANDA LOZANO BASTIDA,1986-10-11,89 WEST LAKEVIEW DR.,"BRONX, NY 10456",(634) 550-6646,CALIN@COMCAST.NET,2019-02-12 08:49:20,E,38
C0771,ANGÉLICA DIEGO CUÉLLAR,1984-02-01,541 S. STATE DR.,"ITHACA, NY 14850",(527) 606-6801,SFOSKETT@ATT.NET,2009-10-17 22:23:42,I,40
C0772,JOSÉ LUIS LORENZO LOSADA,1988-01-30,8759 TANGLEWOOD DR.,"SPRING VALLEY, NY 10977",(465) 963-8317,SINGER@ATT.NET,2005-04-26 12:58:49,E,36
C0773,MARÍA SÁENZ AZORIN,1979-12-22,9283 HIGH RIDGE DRIVE,"BROOKLYN, NY 11208",(659) 984-6638,VSPRINTF@ATT.NET,2020-05-19 04:02:10,I,45
C0774,HERNANDO OLMEDO SEGUÍ,1973-01-04,582 HONEY CREEK ROAD,"BRONX, NY 10461",(962) 381-3510,MHASSEL@MSN.COM,2010-01-08 05:34:37,E,51
C0775,MAMEN CHACÓN CRESPO,1987-08-18,847 WEST JOCKEY HOLLOW COURT,"BRONX, NY 10452",(576) 978-9774,WEIDAI@SBCGLOBAL.NET,2012-04-02 22:19:38,I,37
C0776,MORENA ROS ESTRADA,1988-09-14,720 PARIS HILL ST.,"HUNTINGTON STATION, NY 11746",(721) 881-8367,QUANTAMAN@MSN.COM,2021-05-03 05:06:04,I,36
C0777,BERTA MENA RIVAS,1998-03-30,61 BRIDLE ST.,"BROOKLYN, NY 11212",(812) 855-9668,TIMTROYR@GMAIL.COM,2019-08-25 17:05:15,E,26
C0778,CARMEN ALEMANY BERTRÁN,1995-01-13,9555 PURPLE FINCH DR.,"JAMESTOWN, NY 14701",(819) 268-2557,PAPATHAN@ATT.NET,2013-07-29 19:41:12,E,29
C0779,EMILIA OLIVERAS GRANADOS,1987-07-01,8473 SOUTH LILAC COURT,"NEWBURGH, NY 12550",(398) 878-0122,JYOLIVER@ATT.NET,2013-09-17 19:13:56,I,37
C0780,JAIME SANTIAGO VAZQUEZ,1999-04-15,855 COLONIAL ST.,"BROOKLYN, NY 11236",(301) 631-9640,STEVE@SBCGLOBAL.NET,2021-04-22 05:03:43,I,25
C0781,CLEMENTE DE COLOMA,1996-08-18,48 SUNBEAM ST.,"WEST BABYLON, NY 11704",(891) 535-5328,FALCAO@LIVE.COM,2021-03-13 17:55:51,E,28
C0782,HILDA DEL TAPIA,1999-05-27,440 CACTUS ST.,"BROOKLYN, NY 11204",(576) 200-5761,WILDFIRE@MAC.COM,2015-01-06 15:52:52,E,25
C0783,ESPIRIDIÓN ABRIL MARTI,1984-01-22,36 NW. PIERCE ST.,"STATEN ISLAND, NY 10312",(654) 407-4012,PFITZA@COMCAST.NET,2011-08-14 23:20:51,E,40
C0784,PORFIRIO CAL BRU,1983-12-23,832 LAKE FOREST RD.,"ASTORIA, NY 11106",(599) 743-9003,STAFFELB@MAC.COM,2010-03-30 03:01:44,E,41
C0785,MARÍA ÁNGELES DE VALBUENA,1979-04-22,810 10TH ST.,"PATCHOGUE, NY 11772",(240) 906-5404,CHAFFAR@LIVE.COM,2019-11-12 20:53:51,E,45
C0786,DARÍO DÁVILA,1990-06-08,268 E. PENN CIRCLE,"LINDENHURST, NY 11757",(455) 626-4301,BMIDD@GMAIL.COM,2011-02-26 01:26:53,I,34
C0787,VICTOR MANUEL SEDANO-DOMINGO,1981-03-31,606 GALVIN STREET,"ASTORIA, NY 11105",(493) 311-8669,NORTH@LIVE.COM,2020-12-19 18:34:42,I,43
C0788,MARCELA SAURA,1994-12-17,940 RIVERSIDE COURT,"REGO PARK, NY 11374",(758) 602-4935,SCOTTZED@GMAIL.COM,2011-02-11 17:08:47,E,30
C0789,ROSALVA CARRERAS CALATAYUD,1984-02-24,9485 S. PHEASANT DR.,"LEVITTOWN, NY 11756",(390) 779-8899,JRAMIO@ICLOUD.COM,2006-09-18 17:01:40,I,40
C0790,ÁGATA BERMÚDEZ-ESPEJO,1980-07-06,54 INDIAN SUMMER STREET,"EAST ELMHURST, NY 11370",(487) 438-4975,WAGNERCH@YAHOO.COM,2011-09-14 13:26:29,I,44
C0791,LEIRE BELLIDO CARMONA,1992-12-16,719 CENTER AVE.,"BRONX, NY 10467",(659) 904-0068,NIGHTHAWK@AOL.COM,2019-06-15 23:09:04,I,32
C0792,CONSUELA EMILIA CUENCA CERDÁN,1973-04-18,91 SE. PIERCE AVE.,"BROOKLYN, NY 11206",(721) 772-9718,PTHOMSEN@YAHOO.COM,2006-06-18 05:49:36,E,51
C0793,JUAN LUIS ÁNGEL ALEMANY,1986-08-09,73 ALDERWOOD ST.,"FRESH MEADOWS, NY 11365",(471) 210-6992,NELSON@YAHOO.COM,2009-07-29 21:30:38,I,38
C0794,NAZARET GARRIDO LLADÓ,1972-05-15,9163 SOUTH OXFORD AVE.,"JACKSON HEIGHTS, NY 11372",(435) 955-2960,AUGUSTO@GMAIL.COM,2012-03-21 17:19:28,I,52
C0795,ELENA PONS,1978-05-29,8478 WEST ST.,"BROOKLYN, NY 11224",(323) 803-5626,JRIFKIN@OUTLOOK.COM,2008-01-23 13:07:51,E,46
C0796,PILAR CASTELLS FERNÁNDEZ,1978-09-28,8142 LEES CREEK RD.,"CORONA, NY 11368",(507) 934-7625,PGOLLE@OUTLOOK.COM,2019-04-27 10:11:23,E,46
C0797,JOSÉ MARÍA JACOBO OJEDA MONTESINOS,1994-07-22,70 GREEN HILL DRIVE,"BRONX, NY 10473",(532) 766-7644,SEKIYA@LIVE.COM,2015-06-04 09:55:03,E,30
C0798,MANOLO DE PAVÓN,1987-01-06,9983 WOODSIDE STREET,"ENDICOTT, NY 13760",(772) 757-3738,AIRSHIP@VERIZON.NET,2006-07-29 14:39:23,I,37
C0799,CÁNDIDO BELTRÁN PINO,1994-05-03,23 TARKILN HILL AVENUE,"BROOKLYN, NY 11229",(887) 277-6652,CREDMOND@HOTMAIL.COM,2009-10-04 10:18:43,I,30
C0800,APOLONIA DEL REAL,1979-07-20,7241 CEMETERY AVE.,"BRONX, NY 10458",(725) 408-3080,PARRT@OUTLOOK.COM,2006-06-19 12:31:29,I,45
C0801,ZORAIDA ROVIRA ARCE,1987-03-25,85 LOOKOUT AVE.,"BROOKLYN, NY 11223",(845) 673-0453,MWANDEL@ATT.NET,2010-05-14 00:48:01,I,37
C0802,ELPIDIO PONT EXPÓSITO,1999-12-23,37 FAIRVIEW AVE.,"MASSAPEQUA, NY 11758",(962) 741-6475,LAMPRECHT@LIVE.COM,2011-02-17 06:19:16,E,25
C0803,JOAN LOBO-HARO,1983-12-04,91 ANNADALE ROAD,"NEW YORK, NY 10025",(396) 942-3896,FUDRUCKER@LIVE.COM,2015-01-31 23:32:05,I,41
C0804,NAYARA GIMENO VELASCO,1981-03-12,81 BOHEMIA LANE,"BROOKLYN, NY 11209",(672) 429-8285,NTEGRITY@AOL.COM,2015-11-30 00:27:12,I,43
C0805,ÁFRICA DEL CONDE,1988-12-17,749 N. BEECHWOOD AVE.,"BROOKLYN, NY 11220",(524) 528-5199,SHAFFEI@OUTLOOK.COM,2014-01-25 04:55:01,E,36
C0806,ÁNGELA PINEDO VENDRELL,1988-09-11,759 E. FOXRUN AVE.,"BAY SHORE, NY 11706",(422) 560-9699,TELLIS@YAHOO.COM,2015-11-15 19:11:52,E,36
C0807,JOAN FABREGAT OCHOA,1990-08-01,242 EAST 8TH LANE,"LOCKPORT, NY 14094",(879) 980-7282,MCRAIGW@YAHOO.CA,2011-09-20 23:02:43,E,34
C0808,CRUZ TAMAYO-CARPIO,1985-09-14,8133 SE. AUGUSTA AVE.,"STATEN ISLAND, NY 10306",(372) 654-9387,CLKAO@OUTLOOK.COM,2012-02-24 05:24:30,E,39
C0809,PASCUAL PEDRO RUIZ,1972-08-21,8497 3RD ST.,"NEW YORK, NY 10028",(933) 613-2582,KWILLIAMS@ICLOUD.COM,2010-11-04 12:46:58,I,52
C0810,MELISA GUITART,1984-05-26,9045 POOR HOUSE LANE,"BRONX, NY 10451",(365) 278-8056,MUNSON@ICLOUD.COM,2012-09-19 06:09:27,I,40
C0811,ANACLETO CABALLERO FERRERA,1980-09-28,71 CAMBRIDGE LANE,"NEW YORK, NY 10024",(588) 897-0633,NWIGER@AOL.COM,2013-04-06 09:57:18,E,44
C0812,VICENTE CALLEJA,1995-11-11,8117 BIRCH HILL RD.,"BRONX, NY 10465",(303) 754-3969,EPEEIST@GMAIL.COM,2020-08-09 17:12:00,I,29
C0813,MARCO ROPERO,1986-12-10,9140 CARPENTER ST.,"BROOKLYN, NY 11207",(311) 963-9615,KRUEGER@COMCAST.NET,2019-05-02 23:43:15,I,38
C0814,CRISTIAN BAQUERO-CÁNOVAS,1998-05-19,538 CROSS STREET,"BRONX, NY 10462",(777) 720-1143,DSUGAL@LIVE.COM,2008-12-14 05:34:51,I,26
C0815,JOSEP REINA PRIETO,1981-01-13,919 PRINCETON ST.,"FAIRPORT, NY 14450",(741) 758-2688,TELLIS@ME.COM,2015-07-22 16:00:25,I,43
C0816,FLORINDA ANGUITA-SANCHO,1990-03-16,17 ASHLEY STREET,"NEW YORK, NY 10029",(802) 484-9409,INICO@AOL.COM,2019-05-04 18:41:12,I,34
C0817,CALIXTA VILLAVERDE ACOSTA,1991-09-02,682 GLENWOOD STREET,"BRONX, NY 10466",(641) 921-8831,BEBING@OPTONLINE.NET,2005-07-14 08:24:16,I,33
C0818,MARISELA MILLA-MARTORELL,1993-01-20,94 BEACH ST.,"BROOKLYN, NY 11228",(954) 421-2884,JDRAY@AOL.COM,2016-08-04 05:05:21,I,31
C0819,ROSENDO ALMEIDA NARANJO,1979-09-24,26 EAST MAIN DR.,"BUFFALO, NY 14224",(954) 956-0103,IRVING@SBCGLOBAL.NET,2014-04-17 01:09:13,E,45
C0820,ANA SOFÍA COLOMER MARTÍN,1990-12-01,373 BEAR HILL ST.,"BROOKLYN, NY 11213",(295) 983-4853,ANDERSBR@HOTMAIL.COM,2007-01-24 04:51:52,E,34
C0821,ROLANDO CABALLERO NIÑO,1996-05-01,497 MAIDEN STREET,"POUGHKEEPSIE, NY 12601",(253) 483-2574,PARRT@YAHOO.CA,2020-08-27 10:48:08,I,28
C0822,PAOLA CASANOVAS-RIBA,1980-09-22,741 ANN AVE.,"BROOKLYN, NY 11225",(244) 616-3629,CLIFFSKI@LIVE.COM,2009-10-30 23:19:25,I,44
C0823,LUPITA DEL SANJUAN,1976-11-20,23 KENT ST.,"HAMBURG, NY 14075",(586) 717-5632,MLEWAN@ATT.NET,2010-08-27 13:43:56,E,48
C0824,MODESTO FRANCO HERVIA,1977-11-02,4 FAIRGROUND AVENUE,"SOUTH RICHMOND HILL, NY 11419",(890) 780-5763,DWSAUDER@YAHOO.COM,2016-01-06 18:31:21,I,47
C0825,MODESTO MORANTE,1972-02-11,20 DEERFIELD LANE,"BRONX, NY 10469",(958) 671-5221,DJUPEDAL@YAHOO.COM,2005-12-01 20:33:04,I,52
C0826,CLEMENTE FERRERO GARMENDIA,1980-09-26,9618 LOWER RIVER ST.,"NEW YORK, NY 10033",(203) 272-8879,DPITTS@MAC.COM,2005-03-10 07:58:16,E,44
C0827,GUIOMAR FERRERA,1994-04-17,50 NEW RD.,"WESTBURY, NY 11590",(412) 374-4809,KEVINM@LIVE.COM,2020-09-01 07:55:32,E,30
C0828,ARACELI BORRELL-ARMAS,1992-10-27,534 CLINTON STREET,"BROOKLYN, NY 11211",(700) 831-5400,OKROEGER@GMAIL.COM,2006-04-13 06:10:01,I,32
C0829,JORGE GUTIERREZ CAPARRÓS,1985-12-19,56 MARSH DRIVE,"BROOKLYN, NY 11214",(536) 847-4736,SMPETERS@OPTONLINE.NET,2006-10-29 17:49:22,I,39
C0830,BEATRIZ MAMEN CASANOVAS RUIZ,1988-12-11,901 BELMONT STREET,"MIDDLETOWN, NY 10940",(853) 399-2912,BALCHEN@AOL.COM,2010-01-10 22:43:04,I,36
C0831,VICENTA RIVERO OTERO,1981-07-11,34 WEST PLEASANT ST.,"NEW YORK, NY 10027",(719) 895-4064,MARIN@ATT.NET,2019-04-11 14:08:56,I,43
C0832,VICENTA SOLÉ-PALMA,1978-06-23,61 FULTON STREET,"FOREST HILLS, NY 11375",(579) 455-3524,BDTHOMAS@YAHOO.CA,2018-04-27 20:43:43,I,46
C0833,ALEJANDRA BELTRÁN FUENTE,1983-02-13,38 NUT SWAMP ST.,"JAMAICA, NY 11434",(952) 284-4700,SARTAK@OUTLOOK.COM,2016-12-02 21:40:39,I,41
C0834,RUPERTA CASANOVA BERMÚDEZ,1978-08-30,505 EVERGREEN DR.,"BROOKLYN, NY 11237",(819) 878-4303,JMMULLER@YAHOO.COM,2012-05-26 10:38:24,E,46
C0835,NICOLÁS AYALA CAMPOY,1998-07-19,353 SHERMAN ST.,"FLUSHING, NY 11354",(467) 290-0508,BOWMANBS@ME.COM,2019-10-04 15:30:18,I,26
C0836,LEOPOLDO DEL SÁEZ,1995-10-28,764 NEW ST.,"BUFFALO, NY 14221",(590) 409-5907,PARSIMONY@LIVE.COM,2012-07-08 20:03:02,I,29
C0837,HAROLDO DEL HOYOS,1990-06-29,2 DELAWARE LANE,"HUNTINGTON, NY 11743",(266) 570-8715,WEAZELMAN@OPTONLINE.NET,2018-04-15 14:31:20,E,34
C0838,JUANITA PASTORA ESCOLANO MARÍ,1980-04-11,940 S. THOMAS AVE.,"JAMAICA, NY 11435",(471) 733-8756,DEXTER@AOL.COM,2017-07-11 09:49:31,I,44
C0839,JENNY MANUEL LLORENS,1975-11-29,8459 WAGON ROAD,"TONAWANDA, NY 14150",(616) 501-9475,AVALON@ATT.NET,2015-03-18 03:06:53,E,49
C0840,BELÉN CANTERO URÍA,1977-09-19,815 VICTORIA AVE.,"NEW YORK, NY 10009",(814) 815-8592,MGEMMONS@OPTONLINE.NET,2018-10-15 23:53:29,E,47
C0841,CANDELA GRANDE ARENAS,1991-05-07,7019 MAPLE ST.,"BROOKLYN, NY 11233",(628) 340-8842,DJPIG@AOL.COM,2018-02-01 23:13:24,I,33
C0842,SOCORRO SANS POMARES,1976-11-25,7328 MARSH ST.,"BROOKLYN, NY 11221",(994) 397-7201,BARTAK@COMCAST.NET,2021-05-07 18:15:49,I,48
C0843,NAZARET ANTÚNEZ RIOS,1986-08-09,7379 NUT SWAMP DR.,"POUGHKEEPSIE, NY 12603",(644) 968-4427,JMCNAMARA@YAHOO.COM,2005-12-02 05:40:26,I,38
C0844,YAGO TERUEL PALOMINO,1976-11-20,67 BALD HILL ST.,"FAR ROCKAWAY, NY 11691",(549) 850-2390,AIBRAHIM@COMCAST.NET,2017-04-28 06:53:46,I,48
C0845,LOLA CRESPI LOBATO,1977-02-19,4 PROCTOR AVE.,"HEMPSTEAD, NY 11550",(506) 841-6393,DUNCAND@YAHOO.COM,2014-04-03 22:16:55,I,47
C0846,MATÍAS AGUDO RUIZ,1992-01-30,9 LAKE ST.,"BROOKLYN, NY 11210",(340) 492-0275,BDBROWN@ATT.NET,2017-02-11 01:13:46,I,32
C0847,LUISA REDONDO SALOM,1973-07-01,501 FOSTER AVE.,"JAMAICA, NY 11432",(383) 357-1843,DBURROWS@COMCAST.NET,2014-10-18 15:21:43,E,51
C0848,ISA TRILLO ROZAS,1972-04-09,7652 LAKESHORE COURT,"BROOKLYN, NY 11219",(405) 559-9778,MONKEYDO@ATT.NET,2018-08-29 10:35:01,I,52
C0849,ASDRUBAL ESTEVEZ SOLÍS,1992-01-27,490 BEACON ST.,"BROOKLYN, NY 11238",(268) 398-7609,AMICHALO@VERIZON.NET,2017-01-27 18:31:33,I,32
C0850,RUTH BLÁZQUEZ CERRO,1999-12-05,9050 WEST CATHERINE DR.,"BRONX, NY 10460",(310) 577-6728,GRAVYFACE@AOL.COM,2012-05-21 15:35:00,I,25
C0851,HERNANDO DEL NIETO,1975-09-16,8438 JOY RIDGE DRIVE,"BRONX, NY 10457",(811) 765-3302,WEBDRAGON@MSN.COM,2019-08-03 07:39:49,E,49
C0852,SILVIO VILANOVA AMADOR,1986-10-15,9656 BEAVER RIDGE ST.,"NEW YORK, NY 10032",(403) 928-7118,MATTHIJS@ME.COM,2021-05-06 01:49:20,E,38
C0853,DAMIÁN ANDRADE,1980-10-30,106 MARKET AVE.,"NEW YORK, NY 10040",(607) 905-6893,KIDEHEN@MSN.COM,2009-01-20 04:46:50,I,44
C0854,PATRICIO VELASCO,1983-09-28,8615 W. PINE LANE,"STATEN ISLAND, NY 10314",(384) 958-4888,RJONES@YAHOO.COM,2021-05-10 12:02:52,E,41
C0855,ANTONIO MENDIZÁBAL SEVILLANO,1983-05-01,9323 E. OLD YORK ST.,"NORTH TONAWANDA, NY 14120",(324) 284-9902,ZAVADSKY@YAHOO.CA,2016-11-01 12:52:16,I,41
C0856,AITANA ESCUDERO HIDALGO,1982-07-08,8819 OAK AVE.,"NEW YORK, NY 10016",(836) 752-4390,JAESENJ@ICLOUD.COM,2012-05-20 20:33:03,I,42
C0857,MAGDALENA CASTELL REY,1975-01-27,9910 ESSEX ST.,"BROOKLYN, NY 11234",(574) 870-1271,SMCNABB@MAC.COM,2011-07-31 01:30:56,E,49
C0858,BALTASAR DEL GINER,1978-08-28,142 WINDFALL ST.,"ROCHESTER, NY 14609",(422) 535-5367,SAGAL@OUTLOOK.COM,2020-10-01 06:34:12,E,46
C0859,MARTIRIO SAMPER TENA,1998-07-07,9809 GATES STREET,"BRONX, NY 10468",(415) 828-3663,DWENDLAN@GMAIL.COM,2005-07-21 02:35:06,E,26
C0860,ARSENIO HARO LEDESMA,1995-07-12,510 WEST HOMEWOOD AVE.,"BROOKLYN, NY 11203",(415) 947-3697,NWEAVER@ATT.NET,2006-05-11 12:34:00,I,29
C0861,HERMINIA NEVADO PAGÈS,1986-01-10,9 NUT SWAMP ROAD,"BRENTWOOD, NY 11717",(655) 247-5450,ODLYZKO@ICLOUD.COM,2007-07-28 10:06:47,I,38
C0862,APOLONIA LUÍS-BERNAT,1983-04-10,52 GLENRIDGE STREET,"NEW YORK, NY 10128",(726) 230-1885,JIPSEN@MAC.COM,2020-03-19 08:16:46,E,41
C0863,LINA PORCEL BUSTAMANTE,1994-06-20,8788 BIRCHPOND CIRCLE,"BROOKLYN, NY 11230",(301) 446-4931,BOGJOBBER@OUTLOOK.COM,2020-08-12 01:41:39,I,30
C0864,JOSÉ LUIS FERRÁNDIZ CORNEJO,1985-07-12,559 YOUNG ST.,"AUBURN, NY 13021",(205) 948-8280,BENANOV@ATT.NET,2019-09-16 10:16:19,I,39
C0865,BELEN CHAPARRO,1970-08-29,114 CARRIAGE LANE,"BROOKLYN, NY 11216",(216) 341-9188,RNEWMAN@VERIZON.NET,2018-12-02 19:56:00,I,54
C0866,PONCIO CERDÁN,1991-11-23,328 E. WINDFALL AVE.,"FLUSHING, NY 11355",(922) 668-4401,ORACLE@HOTMAIL.COM,2014-06-18 10:38:13,I,33
C0867,ANDRÉS DOMÉNECH ALMAZÁN,1976-09-01,9123 SHUB FARM ROAD,"NEW YORK, NY 10002",(929) 916-9742,IANBUCK@YAHOO.COM,2013-12-12 16:20:22,I,48
C0868,CECILIO APOLINAR SALAS ALEMÁN,1998-12-30,120 WHITEMARSH ST.,"YONKERS, NY 10701",(294) 465-2217,HAMPTON@HOTMAIL.COM,2018-02-03 13:20:55,E,26
C0869,OTILIA ROPERO MACIAS,1978-11-16,9690 PRINCESS AVE.,"ELMONT, NY 11003",(358) 731-3798,BOOMZILLA@SBCGLOBAL.NET,2021-01-07 18:37:43,E,46
C0870,SEVERO DE GOÑI,1984-01-17,8948 ST LOUIS AVE.,"ROME, NY 13440",(352) 604-1886,BULLETIN@ATT.NET,2021-02-01 05:43:08,I,40
C0871,CHUY JULIÁN CABRERO,1997-07-24,748 EAST BROWN ST.,"NEW YORK, NY 10034",(316) 723-5488,ANIMATS@MSN.COM,2021-01-19 09:50:16,I,27
C0872,ADELIA CAMPO-BUENO,1972-07-06,679 OAK MEADOW AVE.,"SOUTH OZONE PARK, NY 11420",(900) 365-3438,DIEMAN@MAC.COM,2006-07-11 02:43:09,E,52
C0873,ANACLETO PANIAGUA-ANTÚNEZ,1981-04-21,490 W. VERNON STREET,"NEW YORK, NY 10003",(232) 995-8639,AUGUSTO@YAHOO.COM,2014-02-02 18:03:13,E,43
C0874,RÉGULO LARREA PEREIRA,1997-12-30,279 MAGNOLIA AVENUE,"WOODSIDE, NY 11377",(713) 359-4317,DUNSTAN@OUTLOOK.COM,2019-05-02 07:00:54,I,27
C0875,PACÍFICA GUARDIOLA ROSA,1991-09-05,9589 THORNE AVE.,"BROOKLYN, NY 11235",(206) 847-8774,MHOFFMAN@SBCGLOBAL.NET,2015-09-17 13:25:10,E,33
C0876,VICTORINO ARAMBURU,1973-02-09,899 SHIPLEY AVE.,"BROOKLYN, NY 11201",(411) 376-4315,WEAZELMAN@GMAIL.COM,2016-07-26 06:55:29,I,51
C0877,BIBIANA MATA ALCOLEA,1997-06-07,46 VICTORIA COURT,"BRONX, NY 10453",(938) 721-2256,MIROD@ICLOUD.COM,2009-11-20 01:27:19,I,27
C0878,FLORENTINA GRANDE QUINTERO,1973-01-09,8664 OAK VALLEY DRIVE,"WEBSTER, NY 14580",(419) 442-9188,YANGYAN@MSN.COM,2017-07-23 08:34:44,I,51
